PLAYER_NAME,GROUP_SET,GROUP_VALUE,TEAM_ID,TEAM_ABBREVIATION,MAX_GAME_DATE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK
Russell Westbrook,By Year,2022-23,1610612746,LAC,2023-04-09T00:00:00,21,11,10,0.524,30.2,6.1,12.5,0.489,1.2,3.5,0.356,2.4,3.6,0.658,1.4,3.4,4.9,7.6,3.4,1.1,0.5,0.6,2.0,2.8,15.8,1.1,34.4,7,0,32.7,18,18,18,14,15,13,16,1,8,12,1,16,16,15,12,14,16,9,13,15,2,18,17,16,15,13,15,17,17,15
Russell Westbrook,By Year,2022-23,1610612747,LAL,2023-02-07T00:00:00,52,25,27,0.481,28.7,5.8,14.0,0.417,1.2,4.1,0.296,3.0,4.6,0.655,1.1,5.0,6.2,7.5,3.5,1.0,0.4,1.3,2.3,2.9,15.9,-0.8,35.4,17,4,33.7,16,16,9,15,16,15,14,17,10,7,13,15,15,18,18,9,9,10,12,17,4,3,13,15,14,15,14,12,9,13
Russell Westbrook,By Year,2021-22,1610612747,LAL,2022-04-05T00:00:00,78,31,47,0.397,34.3,7.0,15.8,0.444,1.0,3.4,0.298,3.4,5.1,0.667,1.4,6.0,7.4,7.1,3.8,1.0,0.3,1.1,3.0,3.9,18.5,-2.7,37.8,28,10,36.4,8,14,2,17,11,12,12,8,12,13,10,14,14,13,13,6,7,12,10,18,13,10,3,13,12,17,12,8,7,12
Russell Westbrook,By Year,2020-21,1610612764,WAS,2021-05-16T00:00:00,65,30,35,0.462,36.4,8.4,19.0,0.439,1.3,4.2,0.315,4.2,6.4,0.656,1.7,9.9,11.5,11.7,4.8,1.4,0.4,1.1,2.9,4.8,22.2,-1.4,54.1,59,38,50.3,14,15,3,16,1,7,7,10,4,6,8,11,9,17,8,1,1,1,2,12,8,8,4,7,9,16,4,2,2,4
Russell Westbrook,By Year,2019-20,1610612745,HOU,2020-08-11T00:00:00,57,36,21,0.632,36.0,10.6,22.5,0.472,1.0,3.7,0.258,5.1,6.7,0.763,1.8,6.2,7.9,7.0,4.5,1.6,0.4,1.4,3.5,4.7,27.2,2.2,48.8,22,8,47.1,15,12,15,7,4,1,2,2,13,10,17,9,7,10,5,5,5,13,4,9,9,1,1,8,3,10,7,11,8,7
Klay Thompson,By Year,2023-24,1610612744,GSW,2024-04-14T00:00:00,77,41,36,0.532,29.7,6.4,14.7,0.432,3.5,9.0,0.387,1.6,1.8,0.927,0.5,2.8,3.3,2.3,1.5,0.6,0.5,0.4,1.6,1.2,17.9,0.1,27.0,0,0,29.1,6,8,3,9,9,9,9,9,3,3,11,7,8,1,7,9,9,6,9,11,9,11,9,10,9,10,10,5,1,9
Klay Thompson,By Year,2022-23,1610612744,GSW,2023-04-09T00:00:00,69,38,31,0.551,33.0,7.9,18.1,0.436,4.4,10.6,0.412,1.7,1.9,0.879,0.6,3.6,4.1,2.4,1.8,0.7,0.4,0.5,1.9,1.3,21.9,2.4,32.0,2,0,35.0,10,9,5,8,7,4,1,8,1,1,7,5,7,5,3,1,1,5,3,9,10,7,6,8,3,7,5,1,1,1
Klay Thompson,By Year,2021-22,1610612744,GSW,2022-04-10T00:00:00,32,17,15,0.531,29.4,7.7,17.9,0.429,3.6,9.3,0.385,1.4,1.6,0.902,0.5,3.4,3.9,2.8,1.3,0.5,0.5,0.4,1.7,1.3,20.4,2.1,30.9,0,0,32.7,12,12,9,10,10,7,3,10,2,2,12,9,9,3,6,2,2,2,11,12,5,9,8,9,6,8,6,5,1,6
Nikola Jokic,By Year,2023-24,1610612743,DEN,2024-04-14T00:00:00,79,55,24,0.696,34.6,10.4,17.9,0.583,1.1,2.9,0.359,4.5,5.5,0.817,2.8,9.5,12.4,9.0,3.0,1.4,0.9,0.9,2.5,5.4,26.4,8.6,58.3,68,25,53.2,3,1,8,1,2,2,3,3,6,7,5,5,4,6,5,3,3,3,7,3,1,4,9,5,3,2,3,1,3,3
Nikola Jokic,By Year,2022-23,1610612743,DEN,2023-04-08T00:00:00,69,48,21,0.696,33.7,9.4,14.8,0.632,0.8,2.2,0.383,4.9,6.0,0.822,2.4,9.4,11.8,9.8,3.6,1.3,0.7,0.7,2.5,5.7,24.5,9.3,55.7,58,29,50.9,10,3,10,2,4,5,6,1,8,8,4,3,3,4,8,4,4,2,2,6,6,7,8,4,5,1,4,5,2,4
Nikola Jokic,By Year,2021-22,1610612743,DEN,2022-04-07T00:00:00,74,46,28,0.622,33.5,10.3,17.7,0.583,1.3,3.9,0.337,5.1,6.3,0.81,2.8,11.0,13.8,7.9,3.8,1.5,0.9,0.9,2.6,6.5,27.1,6.0,58.6,66,19,54.7,5,5,4,7,5,3,4,2,3,2,6,2,2,9,6,1,1,5,1,2,2,2,7,1,2,4,2,2,4,2
Nikola Jokic,By Year,2020-21,1610612743,DEN,2021-05-16T00:00:00,72,47,25,0.653,34.6,10.2,18.0,0.566,1.3,3.3,0.388,4.8,5.5,0.868,2.8,8.0,10.8,8.3,3.1,1.3,0.7,0.9,2.7,5.8,26.4,5.3,54.7,60,16,50.8,8,4,7,5,3,4,2,6,4,6,3,4,5,1,4,6,5,4,6,5,7,3,5,3,4,5,5,3,5,5
Nikola Jokic,By Year,2019-20,1610612743,DEN,2020-08-14T00:00:00,73,46,27,0.63,32.0,7.7,14.7,0.528,1.1,3.5,0.314,3.4,4.1,0.817,2.3,7.5,9.7,7.0,3.1,1.2,0.6,0.4,3.0,5.0,19.9,3.5,44.4,43,13,41.3,6,5,5,6,7,6,7,7,5,4,9,8,8,7,9,8,9,7,5,8,10,10,1,8,7,9,7,7,6,7
Kyrie Irving,By Year,2023-24,1610612742,DAL,2024-04-10T00:00:00,58,39,19,0.672,35.0,9.7,19.5,0.497,3.0,7.3,0.411,3.3,3.6,0.905,0.8,4.2,5.0,5.2,1.8,1.3,0.5,0.7,1.9,3.1,25.6,4.8,42.8,5,0,42.3,7,4,8,4,8,6,6,3,3,4,3,13,14,7,9,1,3,12,15,9,7,14,15,13,6,4,7,6,4,7
Kyrie Irving,By Year,2022-23,-1,TOT,2023-04-05T00:00:00,60,32,28,0.533,37.3,9.9,20.1,0.494,3.1,8.3,0.379,4.1,4.6,0.905,1.0,4.1,5.1,5.5,2.1,1.1,0.8,0.9,2.8,3.6,27.1,3.7,44.8,5,0,44.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kyrie Irving,By Year,2022-23,1610612742,DAL,2023-04-05T00:00:00,20,8,12,0.4,38.1,9.8,19.2,0.51,2.9,7.4,0.392,4.5,4.7,0.947,1.1,4.0,5.0,6.0,1.9,1.3,0.6,1.0,2.8,3.7,27.0,4.8,45.7,2,0,44.6,14,14,14,11,1,5,7,1,4,3,11,2,5,1,4,4,3,4,14,10,3,6,1,5,4,3,2,10,4,4
Kyrie Irving,By Year,2022-23,1610612751,BKN,2023-02-01T00:00:00,40,24,16,0.6,36.9,10.0,20.5,0.486,3.3,8.7,0.374,4.0,4.5,0.883,1.0,4.2,5.1,5.3,2.3,1.0,0.8,0.9,2.7,3.6,27.1,3.2,44.4,3,0,44.4,12,10,11,7,3,3,3,6,2,1,13,8,7,10,6,2,2,10,12,15,1,7,3,8,3,10,5,8,4,5
Kyrie Irving,By Year,2021-22,1610612751,BKN,2022-04-10T00:00:00,29,14,15,0.483,37.6,10.0,21.2,0.469,3.4,8.2,0.418,4.1,4.4,0.915,0.6,3.8,4.4,5.8,2.5,1.4,0.6,0.9,2.8,3.8,27.4,4.2,44.8,2,0,45.0,13,13,13,10,2,2,1,10,1,2,1,7,8,5,14,6,8,8,6,5,4,8,2,3,1,8,4,10,4,2
Kyrie Irving,By Year,2020-21,1610612751,BKN,2021-05-16T00:00:00,54,36,18,0.667,34.9,10.2,20.1,0.506,2.8,7.0,0.402,3.7,4.0,0.922,1.0,3.8,4.8,6.0,2.4,1.4,0.7,1.0,2.6,3.4,26.9,4.2,45.5,8,0,44.6,8,7,10,5,9,1,4,2,6,7,5,11,11,2,5,7,7,4,9,6,2,5,5,9,5,7,3,2,4,3
Kyrie Irving,By Year,2019-20,1610612751,BKN,2020-02-01T00:00:00,20,8,12,0.4,32.9,10.0,20.8,0.478,2.8,7.1,0.394,4.7,5.1,0.922,1.1,4.1,5.2,6.4,2.6,1.4,0.5,0.8,2.7,4.8,27.4,-0.4,46.1,3,1,45.5,14,14,14,11,12,3,2,7,7,6,10,1,1,3,2,3,1,2,4,7,6,11,4,1,2,12,1,8,1,1
Chris Paul,By Year,2023-24,1610612744,GSW,2024-04-14T00:00:00,58,33,25,0.569,26.4,3.6,8.1,0.441,1.3,3.6,0.371,0.7,0.9,0.827,0.3,3.6,3.9,6.8,1.3,1.2,0.1,0.2,1.9,1.0,9.2,1.9,26.6,5,0,23.8,17,17,9,14,20,19,19,15,10,10,9,20,20,19,20,15,17,19,20,20,14,15,19,20,19,15,20,20,12,20
Chris Paul,By Year,2022-23,1610612756,PHX,2023-04-06T00:00:00,59,33,26,0.559,32.0,5.0,11.3,0.44,1.7,4.4,0.375,2.3,2.7,0.831,0.5,3.8,4.3,8.9,1.9,1.5,0.4,0.1,2.1,2.4,13.9,1.4,36.1,17,0,32.5,16,17,6,16,14,18,18,16,6,6,8,18,17,18,14,11,12,14,18,17,1,20,16,18,18,16,18,16,12,18
Chris Paul,By Year,2021-22,1610612756,PHX,2022-04-08T00:00:00,65,53,12,0.815,32.9,5.6,11.3,0.493,1.0,3.1,0.317,2.6,3.1,0.837,0.3,4.0,4.4,10.8,2.4,1.9,0.3,0.2,2.1,3.2,14.7,7.1,40.3,34,2,35.2,11,3,19,2,11,14,17,3,16,15,19,16,16,17,19,7,10,3,8,13,3,16,17,16,17,6,12,6,2,12
